Original,Split,Literal_Translation,Fluent_Translation,Sentiment,Cleaned_Literal_Translation,Cleaned_Fluent_Translation
"#ecologie Segolène Royal annonce la suspension ""sine die"" de l'écotaxe http",train,"#ecology Segolene Royal Announcement the suspension ""sine die"" of the eco-tax http","#ecology Segolène Royal announces the suspension ""sine die"" of the ecotax http",0,"#ecology Segolene Royal Announcement the suspension ""sine die"" of the eco-tax http","#ecology Segolène Royal announces the suspension ""sine die"" of the ecotax http"
Intégrer les énergies renouvelables (2e éd.) – Librairie Actu-Environnement http,train,Integrate on energy renewables (2nd) ed.) – Bookshop Current environment http,Integrating Renewable Energy (2nd ed.) – Bookshop News-Environment http,1,Integrate on energy renewables (2nd) ed.) – Bookshop Current environment http,Integrating Renewable Energy (2nd ed.) – Bookshop News-Environment http
#ecologie Quand le recyclage des bouteilles en plastique nourrit les chiens errants d'Istanbul http,train,#ecology When on recycling of the cylinders in plastic Feed on dogs Travellers Istanbul http,#ecology When recycling plastic bottles feeds stray dogs from Istanbul http,2,#ecology When on recycling of the cylinders in plastic Feed on dogs Travellers Istanbul http,#ecology When recycling plastic bottles feeds stray dogs from Istanbul http
"Éoliennes ""prises illégales d'intérêt impliquant des élus locaux"" http",train,"Wind turbines ""taken illegal of interest involving of the elected Local http","Wind turbines ""illegal takeovers involving local elected officials"" http",0,"Wind turbines ""taken illegal of interest involving of the elected Local http","Wind turbines ""illegal takeovers involving local elected officials"" http"
l'écologie de la machine,train,Ecology of the the machine,the ecology of the machine.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,1,Ecology of the the machine,the ecology of the machine.
Les pétrolières continuent leur attaque en règle contre la protection des espèces menacées pour favoriser le... http,train,The oil continue their attack in rule against the protection of the Species Threatened for promote the... http,Oil companies continue their legitimate attack against the protection of endangered species to promote the... http,2,The oil continue their attack in rule against the protection of the Species Threatened for promote the... http,Oil companies continue their legitimate attack against the protection of endangered species to promote the... http
#Mexique : #Révolte et morts suspectes autour des champs d' #éoliennes mexicains -  http,train,"#Mexico - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. #Revolt and dead Suspects around of the fields of the #wind turbines Mexican - http",#Mexico: #Revolt and suspicious deaths around Mexican #eolian fields - http,0,#Mexico - No. #Revolt and dead Suspects around of the fields of the #wind turbines Mexican - http,#Mexico: #Revolt and suspicious deaths around Mexican #eolian fields - http
"#LGDM MDR, le monsieur qui parle d'extrême gauche et moi quand je parle des verts, je ne parle pas forcément des écologistes.",train,"#LGDM MDR, on Sir who Talks extreme left and Me when I Talks of the green, I do not Talks not Of course. of the environmentalists.","#LGDM MDR, the gentleman who talks about extreme left and me when I talk about greens, I don't necessarily talk about environmentalists.",1,"#LGDM MDR, on Sir who Talks extreme left and Me when I Talks of the green, I do not Talks not Of course. of the environmentalists.","#LGDM MDR, the gentleman who talks about extreme left and me when I talk about greens, I don't necessarily talk about environmentalists."
"#Durable La rénovation énergétique à l'honneur pour la fête de l'énergie !: Du 9 au 12 octobre, venez faire le... http",train,"# Durable The renovation Energy to Honor for the party of the Energy - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no., no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, From 9 to 12 October, Come on. Do the... http","# Durable Energy Renovation in Honour for Energy Day!: From October 9th to 12th, come and... http",2,"# Durable The renovation Energy to Honor for the party of the Energy - No., no, From 9 to 12 October, Come on. Do the... http","# Durable Energy Renovation in Honour for Energy Day!: From October 9th to 12th, come and... http"
"@user Elle occupe son temps en dépensant de l'énergie ! ( elle est renouvelable Elle) à mon Avis, mais toi ? ...",train,"@user She occupied sound time in spending of the Energy - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no no no no no no no no no no no no no no no no no no no ( it is renewable She) to my Opinions, but you - Is that what you're talking about? ...","@user She spends her time spending energy! (it is renewable) to my opinion, but you? .... . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",0,"@user She occupied sound time in spending of the Energy - No. no ( it is renewable She) to my Opinions, but you - Is that what you're talking about? ...","@user She spends her time spending energy! (it is renewable) to my opinion, but you? ."
#ecologie Le maire parle de sa vision du développement durable http,train,#ecology The mayor Talks of the its vision of the development sustainable http,#ecology Mayor speaks about his vision of sustainable development http,1,#ecology The mayor Talks of the its vision of the development sustainable http,#ecology Mayor speaks about his vision of sustainable development http
La Rochelle : Europe-Ecologie les Verts veut encadrer les loyers - Sud Ouest: Sud OuestLa ... http #ecologie #eco #bio,train,"The Rochelle - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. Europe-Ecology on Green wants framework on Rentals - South West: South West ... http #ecology #eco #bio",La Rochelle : Europe-Ecologie les Verts wants to regulate rents - South West: South WestLa ... http #ecologie #eco #bio,2,The Rochelle - No. Europe-Ecology on Green wants framework on Rentals - South West: South West ... http #ecology #eco #bio,La Rochelle : Europe-Ecologie les Verts wants to regulate rents - South West: South WestLa ... http #ecologie #eco #bio
Espèces végétales: La liste noire des plantes invasives s'allonge - http #Biodiversité #Ecologie #Suisse #Botanique,train,Species plants: The list black of the plants invasive elongate - http #Biodiversity #Ecology #Switzerland #Botanical,Plant Species: The blacklist of invasive plants grows longer - http #Biodiversity #Ecology #Switzerland #Botanical,0,Species plants: The list black of the plants invasive elongate - http #Biodiversity #Ecology #Switzerland #Botanical,Plant Species: The blacklist of invasive plants grows longer - http #Biodiversity #Ecology #Switzerland #Botanical
Dans le 1 derniers jour(s) ma #PowerRouter a généré 0 kWh d'énergie solaire,train,In on 1 latest day(s) my #PowerRouter a generated 0 kWh Energy Solar,In the last 1 day(s) my #PowerRouter generated 0 kWh of solar energy,1,In on 1 latest day(s) my #PowerRouter a generated 0 kWh Energy Solar,In the last 1 day(s) my #PowerRouter generated 0 kWh of solar energy
Écosystème ya sentiment (8),train,Ecosystem There feeling (8),Ecosystem ya feeling (8).. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,2,Ecosystem There feeling (8),Ecosystem ya feeling (8).
